Eco_sec,Bgc_zone,Bgc_subzon,Bgc_vrt,Bgc_phase,Beumc,Slope_mod,Site_m3a,Snow_code,Above_Elev_Thold,Crown_Bear,Strct_d,Stand_d,Forested,Hectares,MURAR_PEFD_6C
BUB,SBS,dk,,,WR,,,,N,,2,,Y,0,2
BUB,SBS,dw,3,,SL,,,,N,3,2,,Y,0,5
NEU,SBS,mc,2,,SF,,,,N,2,2,,Y,0,4
NEU,ESSF,mc,,,ER,,a,,N,2,2,,Y,0,1
NEU,SBS,mc,2,,SF,,,,N,,2,,Y,0,4
NEU,SBS,dk,,,SL,,,,N,2,2,,Y,0,5
BAU,ESSF,mc,,,EF,,,,Y,2,2,,Y,0,5
BUB,ESSF,mv,1,,EF,,,,N,3,2,,Y,0,5
NEU,ESSF,mc,,,EF,,,,Y,1,2,,Y,0,4
NEU,SBS,mc,2,,WR,,a,,N,2,2,,Y,0,1
BAU,SBS,mc,2,,LP,,,,N,2,2,,Y,0,4
KIM,ESSF,mk,,,EF,,,,N,3,2,,Y,0,5
NEU,ESSF,mc,,,EF,,,,Y,3,2,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,2,2,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,2,2,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,3,2,,Y,0,5
NEU,ESSF,mc,,,EF,,,,N,3,2,,Y,0,5
BUB,SBS,dk,,,WR,,a,,N,,2,,Y,0,1
KIM,MH,mm,2,,MF,,,,N,,2,,Y,0,5
KIM,ESSF,mk,,,EW,,,,N,2,2,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,3,2,,Y,0,4
NEU,BAFA,un,,,FP,,,,Y,2,2,,Y,0,5
KIM,ESSF,mk,,,WB,,,,Y,1,2b,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,4,2,,Y,0,5
BAU,ESSF,mv,1,,EF,,,,Y,3,2,,Y,0,5
NAU,SBPS,mc,,,LP,,a,,N,1,2,,Y,0,4
KIM,ESSF,mkp,,,WP,,,,N,1,2,,Y,0,5
KIM,CWH,ws,2,,FR,,,,N,3,2,,Y,0,4
NEU,ESSF,mk,,,EW,,a,,Y,1,2,,Y,0,4
KIM,ESSF,mk,,,EW,,,,Y,2,2,,Y,0,4
NEU,ESSF,mcp,,,EF,,,,Y,2,2,,Y,0,5
NEU,ESSF,mk,,,WL,,a,,Y,,2b,,N,0,2
BAU,SBS,dk,,,WL,,,,N,,2b,,N,0,1
NEU,SBS,dk,,,WL,,a,,N,,2b,,N,0,1
BAU,SBS,mc,2,,WL,,a,,N,,2b,,N,0,1
NEU,ESSF,mc,,,WL,,,,Y,,2b,,N,0,3
KIM,CWH,ws,2,,WL,,,,N,,2b,,N,0,1
KIM,ESSF,mk,,,WL,,a,,N,,2b,,N,0,2
BAU,ESSF,mv,3,,EF,,,,N,3,2,,Y,0,5
BAU,ESSF,mv,3,,EF,,,,Y,3,2,,Y,0,5
NEU,SBS,dk,,,WR,,a,,N,1,2,,Y,0,1
BAU,SBS,mc,2,,SF,,,,N,,2,,Y,0,4
KIM,ESSF,mkp,,,WB,,,,Y,2,2b,,Y,0,4
BAU,ESSF,mvp,,,FP,,,,Y,1,2,,Y,0,5
BAU,SBS,dk,,,WR,,a,,N,3,2,,Y,0,2
NEU,ESSF,mc,,,ER,,a,,N,1,2,,Y,0,1
BUB,SBS,mc,2,,WR,,a,,N,1,2,,Y,0,1
NEU,ESSF,mcp,,,FP,,,,Y,1,2,,Y,0,5
BAU,SBS,mc,2,,SF,,a,,N,2,2,,Y,0,4
KIM,ESSF,mk,,,EW,,a,,N,1,2,,Y,0,4
KIM,CWH,ws,2,,FR,,,,N,4,2,,Y,0,5
BAU,SBS,dk,,,SF,,,,N,2,2,,Y,0,4
KIM,MH,mm,2,,MF,,a,,N,2,2,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,3,2,,Y,0,5
BUB,SBS,dk,,,DF,,a,,N,2,2,,Y,0,5
BAU,SBS,dk,,,WR,,a,,N,2,2,,Y,0,1
BUB,SBS,dw,3,,SF,,,,N,2,2,,Y,0,4
BUB,SBS,dk,,,WR,,a,,N,3,2,,Y,0,2
NEU,ESSF,mc,,,EF,,a,,N,2,2,,Y,0,4
KIM,BAFA,unp,,,HP,,,,Y,1,2,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,,3a,,Y,0,2
NEU,SBS,dk,,,SL,,,,N,,3a,,Y,0,5
BUB,SBS,mc,2,,SL,,,,N,,3a,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,,3a,,Y,0,4
BUB,SBS,mc,2,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,SF,,,,N,,3a,,Y,0,4
BUB,SBS,dw,3,,SL,,,,N,,3a,,Y,0,5
BAU,ESSF,mv,1,,EF,,,,N,,3a,,Y,0,5
BAU,SBS,dk,,,SL,,,,N,,3a,,Y,0,5
BAU,SBS,dw,3,,SL,,,,N,,3a,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,,3a,,Y,0,4
BAU,ESSF,mv,3,,EF,,,,N,,3a,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,WR,,a,,N,,3a,,Y,0,2
BUB,SBS,dk,,,DF,,a,,N,,3a,,Y,0,4
BUB,ESSF,mv,1,,EF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,1,3a,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,,3a,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,1,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,2,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,1,3a,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,3,3a,,Y,0,4
BAU,SBS,mc,2,,SF,,,,N,2,3a,,Y,0,4
BUB,SBS,mc,2,,SF,,,,N,1,3a,,Y,0,4
BUB,SBS,dw,3,,SL,,,,N,2,3a,,Y,0,5
BUB,SBS,dw,3,,SL,,,,N,1,3a,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,2,3a,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,3,3a,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,3,3a,,Y,0,5
BAU,SBS,mc,2,,SL,,,,N,1,3a,,Y,0,4
BUB,SBS,dw,3,,SF,,,,N,,3a,,Y,0,4
BAU,SBS,dk,,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,2,3a,,Y,0,2
BUB,SBS,mc,2,,SF,,,,N,4,3a,,Y,0,5
BUB,SBS,mc,2,,SF,,,,N,2,3a,,Y,0,4
BUB,ESSF,mc,,,EF,,,,N,2,3a,,Y,0,5
BAU,SBS,mc,2,,WR,,a,,N,1,3a,,Y,0,1
BAU,ESSF,mc,,,EF,,,,N,1,3a,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,3,3a,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,2,3a,,Y,0,4
BAU,ESSF,mc,,,EF,,,,N,2,3a,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,mc,2,,DF,,,,N,1,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,3,3a,,Y,0,4
BAU,SBS,mc,2,,SF,,,,N,,3a,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,1,3a,,Y,0,5
BAU,SBS,dk,,,SL,,,,N,3,3a,,Y,0,5
BAU,ESSF,mc,,,EF,,,,N,3,3a,,Y,0,5
BAU,SBS,mc,2,,SL,,a,,N,1,3a,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,,3a,,Y,0,5
BAU,SBS,mc,2,,WR,,a,,N,3,3a,,Y,0,2
BUB,SBS,dw,3,,SF,,,,N,,3a,,Y,0,4
BUB,SBS,dk,,,WR,,,,N,1,3a,,Y,0,2
BUB,SBS,mc,2,,SF,,,,N,3,3a,,Y,0,4
BUB,SBS,dk,,,SF,,,,N,1,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,a,,N,,3a,,Y,0,4
BAU,SBS,mc,2,,SL,,a,,N,,3a,,Y,0,4
BAU,SBS,mc,2,,WR,,a,,N,,3a,,Y,0,2
BAU,SBS,dk,,,SF,,,,N,,3a,,Y,0,4
BAU,SBS,dk,,,WR,,a,,N,,3a,,Y,0,2
NEU,SBS,mc,2,,WR,,a,,N,,3a,,Y,0,2
BAU,SBS,wk,3,,WR,,a,,N,,3a,,Y,0,2
BAU,ESSF,mv,3,,EF,,,,Y,,3a,,Y,0,5
BUB,SBS,mc,2,,WR,,a,,N,,3a,,Y,0,2
BAU,ESSF,mv,1,,EF,,,,N,1,3a,,Y,0,5
BAU,SBS,dw,3,,SL,,,,N,1,3a,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,1,3a,,Y,0,4
BUB,ESSF,mc,,,EF,,,,N,1,3a,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,2,3a,,Y,0,5
BAU,SBS,dk,,,DF,,,,N,3,3a,,Y,0,5
BUB,SBS,mc,2,,SL,,,,N,,3a,,Y,0,4
BAU,SBS,wk,3,,SF,,,,N,1,3a,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,2,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,,3a,,Y,0,4
NEU,ESSF,mc,,,EF,,,,N,1,3a,,Y,0,5
NEU,ESSF,mc,,,EF,,,,N,2,3a,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,,3a,,Y,0,4
BAU,ESSF,mv,1,,EF,,,,N,3,3a,,Y,0,5
BAU,SBS,dk,,,SL,,,,N,2,3a,,Y,0,5
NEU,ESSF,mc,,,EF,,,,Y,,3a,,Y,0,5
NEU,ESSF,mc,,,ER,,a,,N,,3a,,Y,0,2
KIM,ESSF,mk,,,EW,,,,N,,3a,,Y,0,4
KIM,MH,mm,2,,MF,,,,N,,3a,,Y,0,5
KIM,ESSF,mkp,,,WB,,,,Y,,3a,,Y,0,4
NEU,ESSF,mcp,,,EF,,,,Y,,3a,,Y,0,5
BUB,ESSF,mv,1,,EF,,,,N,1,3a,,Y,0,5
NEU,SBS,dk,,,SL,,,,N,1,3a,,Y,0,5
NEU,ESSF,mk,,,EW,,,,Y,1,3a,,Y,0,4
NEU,ESSF,mcp,,,EF,,,,Y,1,3a,,Y,0,5
KIM,CWH,ws,2,,FR,,,,N,,3a,,Y,0,4
NEU,ESSF,mk,,,EW,,,,Y,,3a,,Y,0,4
NAU,SBPS,mc,,,LP,,,,N,2,3a,,Y,0,4
BAU,ESSF,mv,3,,EF,,,,N,2,3a,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,3,3a,,Y,0,5
NAU,SBPS,mc,,,LP,,,,N,1,3a,,Y,0,4
NEU,ESSF,mc,,,EF,,,,Y,2,3a,,Y,0,5
NEU,SBS,mc,2,,SF,,,,N,3,3a,,Y,0,4
KIM,ESSF,mk,,,EW,,,,Y,,3a,,Y,0,4
KIM,ESSF,mk,,,EW,,,,N,3,3a,,Y,0,4
NAU,SBPS,mc,,,SL,,,,N,1,3a,,Y,0,5
NEU,SBS,mc,2,,SL,,,,N,1,3a,,Y,0,4
NEU,SBS,mc,2,,SF,,,,N,1,3a,,Y,0,4
BUB,SBS,dk,,,WR,,a,,N,2,3a,,Y,0,2
NEU,SBS,mc,2,,WR,,a,,N,1,3a,,Y,0,1
NEU,ESSF,mc,,,EF,,a,,N,,3a,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,4,3a,,Y,0,5
BUB,ESSF,mc,,,EF,,,,Y,,3a,,Y,0,5
BAU,ESSF,mc,,,EF,,,,Y,,3a,,Y,0,5
BAU,ESSF,mv,1,,EF,,,,N,2,3a,,Y,0,5
KIM,ESSF,mk,,,EW,,,,N,1,3a,,Y,0,4
BUB,SBS,dk,,,WR,,,,N,,3a,,Y,0,2
BAU,ESSF,mv,1,,EF,,,,N,,3a,,Y,0,5
BAU,ESSF,mv,1,,EF,,,,Y,,3a,,Y,0,5
NAU,SBPS,mc,,,WR,,a,,N,2,3a,,Y,0,2
BUB,SBS,dk,,,WR,,a,,N,1,3a,,Y,0,1
KIM,MH,mm,2,,MF,,,,N,1,3a,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,,3a,,Y,0,2
BUB,SBS,dw,3,,SL,,,,N,3,3a,,Y,0,5
NEU,SBS,mc,2,,SF,,,,N,2,3a,,Y,0,4
NEU,ESSF,mc,,,ER,,a,,N,2,3a,,Y,0,2
NEU,SBS,mc,2,,SF,,,,N,,3a,,Y,0,4
NEU,SBS,dk,,,SL,,,,N,2,3a,,Y,0,5
KIM,ESSF,mk,,,EW,,a,,N,,3a,,Y,0,4
BAU,ESSF,mc,,,EF,,,,Y,2,3a,,Y,0,5
BUB,ESSF,mv,1,,EF,,,,N,3,3a,,Y,0,5
KIM,ESSF,mk,,,EF,,,,N,,3a,,Y,0,5
NEU,ESSF,mc,,,EF,,,,Y,1,3a,,Y,0,5
NEU,SBS,mc,2,,WR,,a,,N,2,3a,,Y,0,2
BAU,SBS,mc,2,,LP,,,,N,2,3a,,Y,0,4
KIM,ESSF,mk,,,WB,,,,Y,,3a,,Y,0,4
KIM,ESSF,mk,,,EF,,,,N,3,3a,,Y,0,5
NEU,ESSF,mc,,,EF,,,,Y,3,3a,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,2,3a,,Y,0,5
KIM,MH,mm,2,,MF,,a,,N,,3a,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,2,3a,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,3,3a,,Y,0,5
NEU,ESSF,mc,,,EF,,,,N,3,3a,,Y,0,5
NEU,SBS,dk,,,WR,,a,,N,,3a,,Y,0,2
BUB,SBS,dk,,,WR,,a,,N,,3a,,Y,0,2
KIM,MH,mm,2,,MF,,,,N,,3a,,Y,0,5
NAU,SBPS,mc,,,WR,,a,,N,,3a,,Y,0,2
KIM,ESSF,mk,,,EW,,,,N,2,3a,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,3,3a,,Y,0,4
KIM,ESSF,mk,,,WB,,,,Y,1,3a,,Y,0,4
NEU,ESSF,mk,,,EW,,a,,Y,,3a,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,4,3a,,Y,0,5
NAU,SBPS,mc,,,WR,,,,N,,3a,,Y,0,2
KIM,ESSF,mk,,,AV,,a,,N,,3a,,N,0,4
BAU,ESSF,mv,1,,EF,,,,Y,3,3a,,Y,0,5
KIM,CWH,ws,2,,FR,,a,,N,,3a,,Y,0,4
NAU,SBPS,mc,,,LP,,a,,N,1,3a,,Y,0,4
KIM,CWH,ws,2,,FR,,,,N,3,3a,,Y,0,5
NEU,ESSF,mk,,,EW,,a,,Y,1,3a,,Y,0,4
KIM,ESSF,mk,,,EW,,,,Y,2,3a,,Y,0,4
NEU,ESSF,mcp,,,EF,,,,Y,2,3a,,Y,0,5
NAU,SBPS,mc,,,LP,,a,,N,,3a,,Y,0,4
BUB,SBS,dk,,,SL,,a,,N,,3a,,Y,0,5
BAU,ESSF,mv,3,,EF,,,,N,3,3a,,Y,0,5
BAU,ESSF,mv,3,,EF,,,,Y,3,3a,,Y,0,5
NEU,SBS,dk,,,WR,,a,,N,1,3a,,Y,0,1
BAU,SBS,mc,2,,SF,,,,N,,3a,,Y,0,4
KIM,ESSF,mkp,,,WB,,,,Y,2,3a,,Y,0,4
BAU,SBS,dk,,,WR,,a,,N,3,3a,,Y,0,2
BAU,SBS,mc,2,,LP,,,,N,,3a,,Y,0,4
NEU,ESSF,mc,,,ER,,a,,N,1,3a,,Y,0,1
BUB,SBS,mc,2,,WR,,a,,N,1,3a,,Y,0,1
BAU,SBS,mc,2,,SF,,a,,N,,3a,,Y,0,4
BAU,SBS,mc,2,,SF,,a,,N,2,3a,,Y,0,4
BAU,ESSF,mv,3,,EF,,a,,N,,3a,,Y,0,5
KIM,ESSF,mk,,,EW,,a,,N,1,3a,,Y,0,4
KIM,CWH,ws,2,,FR,,,,N,4,3a,,Y,0,5
BAU,SBS,dk,,,SF,,,,N,2,3a,,Y,0,4
KIM,MH,mm,2,,MF,,a,,N,2,3a,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,3,3a,,Y,0,5
BUB,SBS,dk,,,DF,,a,,N,2,3a,,Y,0,4
BAU,SBS,dk,,,WR,,a,,N,2,3a,,Y,0,2
BUB,SBS,dw,3,,SF,,,,N,2,3a,,Y,0,4
BUB,SBS,dk,,,WR,,a,,N,3,3a,,Y,0,2
NEU,ESSF,mc,,,EF,,a,,N,2,3a,,Y,0,5
NEU,SBS,dk,,,SL,,,,N,,3b,,Y,0,5
BUB,SBS,mc,2,,DF,,,,N,,3b,,Y,0,5
BUB,SBS,dk,,,SF,,,,N,,3b,,Y,0,5
BAU,SBS,dk,,,SL,,,,N,,3b,,Y,0,5
BAU,SBS,dw,3,,SL,,,,N,,3b,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,,3b,,Y,0,4
NAU,SBPS,mc,,,SL,,,,N,,3b,,Y,0,5
BUB,SBS,dk,,,WR,,a,,N,,3b,,Y,0,3
BUB,SBS,dk,,,DF,,a,,N,,3b,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,1,3b,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,,3b,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,1,3b,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,2,3b,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,1,3b,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,3,3b,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,2,3b,,Y,0,4
BUB,SBS,mc,2,,SF,,,,N,1,3b,,Y,0,4
BUB,SBS,dw,3,,SL,,,,N,2,3b,,Y,0,5
BUB,SBS,dw,3,,SL,,,,N,1,3b,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,2,3b,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,3,3b,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,3,3b,,Y,0,5
BAU,SBS,mc,2,,SL,,,,N,1,3b,,Y,0,4
BAU,SBS,dk,,,DF,,,,N,,3b,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,2,3b,,Y,0,3
BUB,SBS,mc,2,,SF,,,,N,4,3b,,Y,0,5
BUB,SBS,mc,2,,SF,,,,N,2,3b,,Y,0,4
BAU,SBS,mc,2,,WR,,a,,N,1,3b,,Y,0,2
BAU,SBS,mc,2,,SF,,,,N,3,3b,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,2,3b,,Y,0,4
BUB,SBS,dk,,,DF,,,,N,,3b,,Y,0,5
BUB,SBS,mc,2,,DF,,,,N,1,3b,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,3,3b,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,,3b,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,1,3b,,Y,0,5
BAU,SBS,dk,,,SL,,,,N,3,3b,,Y,0,5
BAU,SBS,mc,2,,SL,,a,,N,1,3b,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,,3b,,Y,0,5
BAU,SBS,mc,2,,WR,,a,,N,3,3b,,Y,0,3
BUB,SBS,dw,3,,SF,,,,N,,3b,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,1,3b,,Y,0,3
BUB,SBS,mc,2,,SF,,,,N,3,3b,,Y,0,4
BUB,SBS,dk,,,SF,,,,N,1,3b,,Y,0,4
BUB,SBS,mc,2,,SL,,a,,N,,3b,,Y,0,4
BAU,SBS,mc,2,,SL,,a,,N,,3b,,Y,0,4
BAU,SBS,mc,2,,WR,,a,,N,,3b,,Y,0,3
BAU,SBS,dk,,,WR,,a,,N,,3b,,Y,0,3
NEU,SBS,mc,2,,WR,,a,,N,,3b,,Y,0,3
BAU,SBS,wk,3,,WR,,a,,N,,3b,,Y,0,3
BUB,SBS,mc,2,,WR,,a,,N,,3b,,Y,0,3
BAU,SBS,dw,3,,SL,,,,N,1,3b,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,1,3b,,Y,0,4
BUB,SBS,dk,,,DF,,,,N,2,3b,,Y,0,5
BAU,SBS,dk,,,DF,,,,N,3,3b,,Y,0,5
BUB,SBS,mc,2,,SL,,,,N,,3b,,Y,0,4
BAU,SBS,wk,3,,SF,,,,N,1,3b,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,2,3b,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,,3b,,Y,0,4
BAU,SBS,wk,3,,BB,,,,N,,3a,,N,0,4
BAU,SBS,wk,3,,SF,,,,N,,3b,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,2,3b,,Y,0,5
NAU,SBPS,mc,,,LP,,,,N,,3b,,Y,0,4
NEU,SBS,mc,2,,SF,,,,N,,3b,,Y,0,4
NEU,ESSF,mc,,,ER,,a,,N,,3b,,Y,0,2
KIM,ESSF,mk,,,EW,,,,N,,3b,,Y,0,4
KIM,BAFA,unp,,,HP,,,,N,,3a,,Y,0,5
KIM,MH,mm,2,,HP,,,,N,,3a,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,,3b,,Y,0,5
NEU,SBS,dk,,,SL,,,,N,1,3b,,Y,0,5
NEU,ESSF,mk,,,EW,,,,Y,1,3b,,Y,0,4
KIM,CWH,ws,2,,FR,,,,N,,3b,,Y,0,5
NEU,ESSF,mk,,,EW,,,,Y,,3b,,Y,0,4
NAU,SBPS,mc,,,LP,,,,N,2,3b,,Y,0,4
BUB,SBS,dk,,,DF,,,,N,3,3b,,Y,0,5
NAU,SBPS,mc,,,LP,,,,N,1,3b,,Y,0,4
NEU,SBS,mc,2,,SF,,,,N,3,3b,,Y,0,4
KIM,ESSF,mk,,,EW,,,,Y,,3b,,Y,0,4
KIM,ESSF,mk,,,EW,,,,N,3,3b,,Y,0,5
KIM,ESSF,mkp,,,WP,,,,Y,1,3a,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,1,3b,,Y,0,5
NEU,BAFA,un,,,FP,,,,Y,,3a,,Y,0,5
NEU,SBS,mc,2,,SL,,,,N,1,3b,,Y,0,4
NEU,SBS,mc,2,,SF,,,,N,1,3b,,Y,0,4
BUB,SBS,dk,,,WR,,a,,N,2,3b,,Y,0,3
NEU,SBS,mc,2,,WR,,a,,N,1,3b,,Y,0,2
BUB,SBS,dk,,,SL,,,,N,4,3b,,Y,0,5
KIM,MH,mm,2,,HP,,,,N,,3a,,Y,0,5
NEU,ESSF,mc,,,FP,,,,Y,,3a,,Y,0,5
BAU,ESSF,mvp,,,FP,,,,Y,,3a,,Y,0,5
KIM,ESSF,mk,,,EW,,,,N,1,3b,,Y,0,4
KIM,ESSF,mkp,,,WP,,,,N,,3a,,Y,0,5
KIM,ESSF,mkp,,,WP,,,,Y,,3a,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,,3b,,Y,0,3
NAU,SBPS,mc,,,WR,,a,,N,2,3b,,Y,0,3
BUB,SBS,dk,,,WR,,a,,N,1,3b,,Y,0,2
KIM,MH,mm,2,,MF,,,,N,1,3b,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,,3b,,Y,0,3
BUB,SBS,dw,3,,SL,,,,N,3,3b,,Y,0,5
NEU,SBS,mc,2,,SF,,,,N,2,3b,,Y,0,4
NEU,ESSF,mc,,,ER,,a,,N,2,3b,,Y,0,2
NEU,SBS,mc,2,,SF,,,,N,,3b,,Y,0,4
NEU,ESSF,mcp,,,FP,,,,Y,,3a,,Y,0,5
NEU,SBS,dk,,,SL,,,,N,2,3b,,Y,0,5
KIM,ESSF,mk,,,EW,,a,,N,,3b,,Y,0,4
NAU,SBPS,mc,,,BB,,,,N,,3a,,N,0,4
NEU,SBS,mc,2,,WR,,a,,N,2,3b,,Y,0,3
BAU,SBS,mc,2,,LP,,,,N,2,3b,,Y,0,5
KIM,BAFA,unp,,,HP,,,,Y,,3a,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,2,3b,,Y,0,5
KIM,MH,mm,2,,MF,,a,,N,,3b,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,2,3b,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,3,3b,,Y,0,5
NEU,SBS,dk,,,WR,,a,,N,,3b,,Y,0,3
BUB,SBS,dk,,,WR,,a,,N,,3b,,Y,0,3
KIM,MH,mm,2,,MF,,,,N,,3b,,Y,0,5
NAU,SBPS,mc,,,WR,,a,,N,,3b,,Y,0,3
KIM,ESSF,mk,,,EW,,,,N,2,3b,,Y,0,4
BAU,ESSF,mv,3,,FP,,,,Y,,3a,,Y,0,5
NEU,SBS,mc,2,,SL,,,,N,3,3b,,Y,0,5
NEU,BAFA,un,,,FP,,,,Y,2,3a,,Y,0,5
NEU,ESSF,mk,,,EW,,a,,Y,,3b,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,4,3b,,Y,0,5
NAU,SBPS,mc,,,WR,,,,N,,3b,,Y,0,3
KIM,CWH,ws,2,,FR,,a,,N,,3b,,Y,0,4
NAU,SBPS,mc,,,LP,,a,,N,1,3b,,Y,0,4
KIM,ESSF,mkp,,,WP,,,,N,1,3a,,Y,0,5
KIM,CWH,ws,2,,FR,,,,N,3,3b,,Y,0,5
NEU,ESSF,mk,,,EW,,a,,Y,1,3b,,Y,0,4
KIM,ESSF,mk,,,EW,,,,Y,2,3b,,Y,0,4
NEU,BAFA,un,,,FP,,,,Y,,3a,,Y,0,5
NAU,SBPS,mc,,,LP,,a,,N,,3b,,Y,0,4
BUB,SBS,dk,,,SL,,a,,N,,3b,,Y,0,5
NEU,SBS,dk,,,BB,,,,N,,3a,,N,0,4
BAU,SBS,mc,2,,BB,,a,,N,,3a,,N,0,3
NEU,SBS,dk,,,WR,,a,,N,1,3b,,Y,0,2
BAU,SBS,mc,2,,SF,,,,N,,3b,,Y,0,4
BAU,ESSF,mvp,,,FP,,,,Y,1,3a,,Y,0,5
BAU,SBS,dk,,,WR,,a,,N,3,3b,,Y,0,3
BAU,SBS,mc,2,,LP,,,,N,,3b,,Y,0,5
NEU,ESSF,mc,,,ER,,a,,N,1,3b,,Y,0,2
BUB,SBS,mc,2,,WR,,a,,N,1,3b,,Y,0,2
BAU,SBS,mc,2,,SF,,a,,N,,3b,,Y,0,4
NEU,ESSF,mcp,,,FP,,,,Y,1,3a,,Y,0,5
BAU,SBS,mc,2,,SF,,a,,N,2,3b,,Y,0,4
KIM,ESSF,mk,,,EW,,a,,N,1,3b,,Y,0,4
KIM,CWH,ws,2,,FR,,,,N,4,3b,,Y,0,5
BAU,SBS,dk,,,SF,,,,N,2,3b,,Y,0,5
BUB,ESSF,mc,,,BG,,,,N,,3a,,N,0,5
KIM,MH,mm,2,,MF,,a,,N,2,3b,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,3,3b,,Y,0,5
NEU,ESSF,mc,,,BG,,,,N,,3a,,N,0,5
BUB,SBS,dk,,,DF,,a,,N,2,3b,,Y,0,4
BAU,ESSF,mv,3,,BG,,,,N,,3a,,N,0,5
BAU,SBS,dk,,,WR,,a,,N,2,3b,,Y,0,3
BUB,SBS,dw,3,,SF,,,,N,2,3b,,Y,0,5
BUB,SBS,dk,,,WR,,a,,N,3,3b,,Y,0,3
NEU,SBS,mc,2,,BB,,,,N,,3a,,N,0,4
BAU,ESSF,mv,1,,BG,,,,N,,3a,,N,0,5
KIM,BAFA,unp,,,HP,,,,Y,1,3a,,Y,0,5
BAU,SBS,dw,3,,SL,,,,N,,3c,,Y,0,5
