Eco_sec,Bgc_zone,Bgc_subzon,Bgc_vrt,Bgc_phase,Beumc,Slope_mod,Site_m3a,Snow_code,Above_Elev_Thold,Crown_Bear,Strct_d,Stand_d,Forested,Hectares,MURAR_PEFD_6C
NEU,BAFA,un,,,GL,,,,Y,,,,N,1.80203E+11,6
BAU,SBS,mc,2,,SL,,,,N,,,,Y,2.97121E+11,4
BAU,ESSF,mc,,,OW,,,,N,,,,N,1.58657E+11,5
NEU,SBS,dk,,,OW,,,,N,,,,N,1.77248E+11,5
KIM,BAFA,un,,,OW,,,,Y,,,,N,88624186631,6
KIM,CMA,unp,,,AU,,,,Y,,1a,,N,3.76653E+11,6
KIM,MH,mm,2,,HP,,,,N,,,,Y,1.47707E+11,5
KIM,ESSF,mk,,,RO,,,,N,,1,,N,1.77248E+11,5
KIM,ESSF,mk,,,WL,,,,N,,3a,,N,3.10185E+11,3
NEU,ESSF,mc,,,SM,,,,Y,,2a,,N,8.4193E+11,4
KIM,MH,mm,2,,MF,,,,N,,,,Y,1.09451E+12,5
KIM,ESSF,mkp,,,WB,,,,Y,,,,Y,1.06349E+11,4
BUB,SBS,dk,,,UR,,a,,N,,,,N,25962027570,6
NEU,ESSF,mc,,,LS,,,,Y,,,,N,1.18166E+11,6
KIM,MH,mm,2,,LS,,,,N,,,,N,1.62478E+11,6
NEU,BAFA,unp,,,LS,,,,Y,,,,N,88624186631,6
BAU,ESSF,mv,1,,EF,,,,N,,,,Y,14423348650,5
NEU,BAFA,unp,,,AU,,,,Y,,1a,,N,1.92019E+11,6
KIM,MH,mmp,,,LS,,,,Y,,,,N,44312093315,6
KIM,MH,mm,2,,MF,,,,N,,3c,,Y,7.35581E+11,5
KIM,ESSF,mk,,,EW,,,,N,,3c,,Y,1.56422E+12,5
NEU,SBS,mc,2,,SF,,,,N,,2,,Y,4.26991E+13,4
NEU,ESSF,mc,,,EF,,,,Y,,2,,Y,1.75136E+13,5
NEU,ESSF,mcp,,,EF,,,,Y,,3b,,Y,2.17277E+12,5
BUB,ESSF,mc,,,LS,,,,N,,,,N,43964834603,6
BUB,SBS,dk,,,WR,,,,N,,,,Y,5.50972E+11,1
BAU,ESSF,mv,1,,OW,,,,Y,,,,N,14423348650,5
BAU,SBS,dk,,,OW,,,,N,,,,N,1.58657E+11,5
NEU,ESSF,mc,,,OW,,,,N,,,,N,9.60096E+11,5
NEU,ESSF,mcp,,,TA,,,,Y,,1,,N,14770697772,6
NEU,ESSF,mc,,,EF,,,,N,2,7,C,Y,1.01416E+13,5
NEU,ESSF,mcp,,,EF,,,,Y,,2,,Y,7.09289E+12,5
NEU,SBS,mc,2,,SL,,,,N,2,5,C,Y,8.25682E+11,4
BUB,ESSF,mv,1,,EF,,,,N,1,7,C,Y,2.95415E+12,5
NEU,SBS,mc,2,,SL,,,,N,2,7a,,Y,7.28934E+12,4
BUB,SBS,dk,,,DF,,,,N,2,4,C,Y,1.7115E+11,5
NEU,SBS,dk,,,SL,,,,N,1,5,C,Y,9.15783E+11,5
NEU,SBS,dk,,,SL,,,,N,1,7a,,Y,7.16379E+12,5
BUB,SBS,dk,,,DF,,,,N,2,7a,,Y,1.61808E+12,5
BUB,SBS,dk,,,SL,,,,N,,5,C,Y,4.09759E+11,5
NEU,ESSF,mk,,,EW,,,,Y,1,4,C,Y,88624186631,5
NEU,ESSF,mcp,,,EF,,,,Y,1,7,C,Y,1.40912E+12,5
KIM,MH,mm,2,,MF,,,,N,,2,,Y,7.2081E+12,5
KIM,CWH,ws,2,,FR,,,,N,,3c,,Y,1.68386E+12,5
NEU,ESSF,mk,,,EW,,,,Y,,2,,Y,2.02359E+12,4
NAU,SBPS,mc,,,LP,,,,N,,2,,Y,2.35963E+13,4
NAU,SBPS,mc,,,LP,,,,N,2,7a,,Y,1.06069E+13,4
BUB,SBS,dk,,,DF,,,,N,1,4,M,Y,73853820510,5
BAU,ESSF,mv,3,,EF,,,,N,2,7,C,Y,1.70196E+12,5
BUB,SBS,dk,,,SF,,,,N,1,7a,,Y,4.02461E+11,4
BUB,SBS,dk,,,DF,,,,N,3,7a,,Y,7.76249E+11,5
BAU,SBS,mc,2,,SL,,,,N,2,7a,,Y,2.14908E+12,4
NAU,SBPS,mc,,,LP,,,,N,1,7a,,Y,1.84634E+12,4
BAU,SBS,dk,,,UV,,,,N,,1,,N,28846697300,5
NEU,ESSF,mc,,,EF,,,,Y,2,7,C,Y,4.40167E+11,5
KIM,ESSF,mk,,,EW,,,,N,,2,,Y,1.88577E+13,4
KIM,CWH,ws,2,,FR,,,,N,,2,,Y,6.15938E+12,4
BAU,ESSF,mv,1,,EF,,,,N,3,7,C,Y,1.68753E+12,5
NEU,SBS,mc,2,,SF,,,,N,3,7a,,Y,1.32936E+11,4
KIM,ESSF,mk,,,EW,,,,Y,,2,,Y,8.27159E+11,4
KIM,ESSF,mk,,,EW,,,,N,3,5,C,Y,1.74294E+11,5
KIM,ESSF,mk,,,EW,,,,N,3,4,C,Y,2.65873E+11,5
KIM,ESSF,mkp,,,WP,,,,Y,1,7,C,Y,1.03395E+11,5
NAU,SBPS,mc,,,SL,,,,N,1,7a,,Y,1.24074E+11,5
NEU,BAFA,un,,,FP,,,,Y,,7,C,Y,1.18166E+11,5
NEU,SBS,mc,2,,SL,,,,N,1,7a,,Y,4.68231E+12,4
NEU,SBS,mc,2,,SF,,,,N,1,4,C,Y,2.90983E+12,4
BUB,SBS,dk,,,WR,,a,,N,2,5,C,Y,14770764102,2
NEU,ESSF,mc,,,ER,,a,,N,,2,,Y,1.4623E+12,1
NEU,SBS,mc,2,,WR,,a,,N,1,4,M,Y,6.49911E+11,3
NEU,SBS,mc,2,,SF,,,,N,1,7a,,Y,1.09303E+12,4
NEU,ESSF,mc,,,EF,,a,,N,,2,,Y,3.10185E+11,4
NEU,SBS,mc,2,,SF,,,,N,1,5,C,Y,4.69708E+11,4
KIM,CWH,ws,2,,LS,,,,N,,,,N,1.92019E+11,6
NEU,ESSF,mcp,,,WL,,,,N,,3a,,N,2.36331E+11,3
NEU,ESSF,mc,,,ER,,a,,N,,3c,,Y,1.32936E+11,3
BAU,ESSF,mv,3,,UV,,,,N,,1,,N,28846697300,5
KIM,CWH,ws,2,,OW,,,,N,,,,N,4.1358E+11,5
KIM,CMA,unp,,,TA,,,,Y,,1,,N,88624186631,6
BUB,SBS,dk,,,DF,,,,N,,7a,,Y,35449833845,5
BUB,SBS,mc,2,,SL,,a,,N,,,,Y,14770764102,4
BUB,SBS,dk,,,SF,,,,N,,,,Y,17724837326,4
NAU,SBPS,mc,,,LS,,,,N,,,,N,7.2229E+11,6
BAU,ESSF,mv,3,,OW,,,,N,,,,N,43270045949,5
BAU,ESSF,mc,,,EF,,,,N,2,7,C,Y,2.13466E+12,5
BUB,SBS,dk,,,SL,,,,N,4,7a,,Y,1.59524E+12,5
BUB,SBS,dk,,,WR,,,,N,2,5,C,Y,34615935357,3
BUB,ESSF,mc,,,EF,,,,Y,,2,,Y,3.80775E+11,5
BAU,SBS,dk,,,DF,,,,N,3,4,B,Y,46154715679,5
KIM,MH,mm,2,,HP,,,,N,,7,C,Y,59082791087,5
BUB,SBS,dk,,,WR,,,,N,2,7a,,Y,1.75964E+11,1
BUB,SBS,dk,,,SL,,,,N,,5,B,Y,6.20899E+11,5
BUB,ESSF,mc,,,EF,,,,N,2,7,C,Y,7.93284E+11,5
BAU,SBS,mc,2,,SF,,,,N,,7a,,Y,1.8534E+12,4
BUB,SBS,dk,,,WR,,,,N,1,7a,,Y,1.37022E+11,1
BAU,ESSF,mc,,,EF,,,,Y,,2,,Y,5.7549E+11,5
NAU,SBPS,mc,,,LP,,,,N,2,5,C,Y,3.46374E+12,4
NEU,ESSF,mc,,,EF,,,,N,1,7,C,Y,8.86242E+11,5
NEU,ESSF,mc,,,FP,,,,Y,,2,,Y,1.47707E+11,5
BAU,ESSF,mv,1,,EF,,,,N,2,7,C,Y,9.17325E+11,5
BAU,ESSF,mvp,,,FP,,,,Y,,2,,Y,4.16835E+11,5
KIM,ESSF,mk,,,EW,,,,N,1,4,C,Y,2.24515E+11,5
KIM,ESSF,mkp,,,WB,,,,Y,,2b,,Y,6.55819E+11,4
KIM,ESSF,mk,,,LL,,,,N,,,,N,1.32936E+11,6
KIM,ESSF,mkp,,,WP,,,,N,,2,,Y,2.9246E+11,5
KIM,ESSF,mkp,,,WP,,,,Y,,2,,Y,9.30554E+11,5
NAU,SBPS,mc,,,OW,,,,N,,,,N,1.9202E+11,5
NEU,ESSF,mcp,,,LS,,,,Y,,,,N,2.2156E+11,6
NEU,ESSF,mcp,,,EF,,,,Y,,,,Y,2.2156E+11,5
NEU,SBS,dk,,,LS,,,,N,,,,N,4.57892E+11,6
KIM,BAFA,un,,,TA,,,,Y,,1,,N,5.31745E+11,6
NAU,SBPS,mc,,,WL,,a,,N,,3a,,N,1.18166E+11,2
KIM,MH,mm,2,,OW,,,,N,,,,N,1.62478E+11,5
KIM,BAFA,un,,,GL,,,,Y,,,,N,1.77248E+11,6
BAU,ESSF,mv,3,,EF,,,,N,,,,Y,1.55772E+11,5
NEU,SBS,mc,2,,SF,,,,N,,3c,,Y,9.36462E+11,4
BAU,ESSF,mv,1,,LS,,,,Y,,,,N,14423348650,6
BUB,SBS,dk,,,WR,,,,N,,4,M,Y,38943041354,3
BUB,SBS,mc,2,,SL,,,,N,,5,C,Y,2.06791E+11,4
BUB,SBS,dk,,,WR,,,,N,2,5,M,Y,80770515833,3
BAU,ESSF,mv,1,,EF,,,,N,,7,C,Y,1.2981E+11,5
BAU,ESSF,mv,1,,EF,,,,Y,,2,,Y,1.32695E+12,5
NAU,SBPS,mc,,,WR,,a,,N,2,5,M,Y,1.18166E+11,2
KIM,ESSF,mk,,,AV,,,,N,,2b,,N,1.01179E+12,4
BUB,SBS,dk,,,WR,,a,,N,1,7a,,Y,3.3938E+11,1
NEU,SBS,dk,,,SL,,,,N,1,4,C,Y,2.65873E+11,5
KIM,MH,mm,2,,AV,,,,N,,3b,,N,88624186631,4
BUB,SBS,mc,2,,DF,,,,N,1,7a,,Y,4.22444E+11,5
BUB,SBS,dk,,,DF,,,,N,1,5,M,Y,3.79609E+11,5
KIM,MH,mm,2,,MF,,,,N,1,4,C,Y,60559860864,5
NEU,ESSF,mcp,,,AM,,,,Y,,2a,,N,5.46516E+11,5
NEU,ESSF,mcp,,,EF,,,,Y,1,4,C,Y,2.0679E+11,5
NEU,SBS,mc,2,,SF,,,,N,3,5,C,Y,44312093315,4
KIM,ESSF,mkp,,,WB,,,,Y,,3b,,Y,35449674652,5
NEU,ESSF,mc,,,EF,,,,N,2,5,C,Y,7.62168E+11,5
KIM,MH,mmp,,,RO,,,,Y,,1,,N,44312093315,5
NEU,ESSF,mc,,,EF,,,,Y,,3b,,Y,6.79452E+11,5
BUB,SBS,dk,,,SL,,,,N,,4,B,Y,4.90394E+11,5
BUB,SBS,dk,,,SL,,,,N,,7a,,Y,1.09687E+12,5
BUB,SBS,dk,,,WR,,,,N,,7a,,Y,92309431359,1
BAU,SBS,dk,,,DF,,,,N,3,7a,,Y,1.00963E+12,5
BAU,ESSF,mv,1,,EF,,,,N,2,5,C,Y,70674408384,5
BUB,SBS,dw,3,,SL,,,,N,3,7a,,Y,3.60584E+11,5
BUB,SBS,dw,3,,SL,,,,N,2,7a,,Y,5.19241E+11,5
BUB,SBS,dk,,,SL,,,,N,4,5,C,Y,1.77249E+11,5
NEU,BAFA,un,,,AM,,,,Y,,2a,,N,53174511978,5
NEU,SBS,mc,2,,SF,,,,N,2,4,C,Y,7385348886,4
NEU,BAFA,unp,,,AT,,,,Y,,2d,,N,2.03836E+11,5
NEU,ESSF,mc,,,ER,,a,,N,2,7a,,Y,1.32936E+11,1
NEU,SBS,mc,2,,SF,,,,N,,5,C,Y,14770697772,4
NEU,ESSF,mcp,,,FP,,,,Y,,2,,Y,3.7813E+11,5
NEU,SBS,mc,2,,SL,,,,N,1,5,C,Y,6.57296E+11,4
NEU,SBS,dk,,,SL,,,,N,2,7a,,Y,1.68387E+12,5
NEU,SBS,dk,,,SL,,,,N,2,5,C,Y,14770764102,5
BAU,ESSF,mc,,,EF,,,,N,2,7,M,Y,86540091899,5
KIM,ESSF,mk,,,EW,,a,,N,,2,,Y,3.54497E+11,4
NAU,SBPS,mc,,,BB,,,,N,,2,,N,3.10186E+11,3
NEU,ESSF,mcp,,,SM,,,,Y,,2a,,N,2.33377E+11,4
NEU,SBS,mc,2,,SL,,,,N,2,4,M,Y,1.18166E+11,5
KIM,CWH,ws,2,,RO,,,,N,,1,,N,14770697772,5
BUB,ESSF,mc,,,EF,,,,N,2,5,C,Y,2.1635E+11,5
KIM,MH,mm,2,,HP,,,,N,,2,,Y,1.03395E+11,5
BUB,SBS,dk,,,SL,,,,N,,5,M,Y,1.88546E+11,5
BAU,ESSF,mc,,,EF,,,,Y,2,5,C,Y,40385257917,5
BUB,ESSF,mv,1,,EF,,,,N,3,5,C,Y,2.33658E+11,5
BAU,SBS,dk,,,DF,,,,N,3,5,M,Y,1.12502E+11,5
BAU,SBS,dk,,,SL,,,,N,2,7a,,Y,1.55772E+11,5
NAU,SBPS,mc,,,WL,,,,N,,3a,,N,88624584611,3
BAU,SBS,dk,,,LL,,,,N,,,,N,3.17314E+11,6
KIM,ESSF,mk,,,EF,,,,N,,2,,Y,3.69267E+11,5
NEU,SBS,mc,2,,SL,,,,N,1,4,C,Y,6.49911E+11,5
NEU,ESSF,mc,,,EF,,,,Y,1,7,C,Y,4.3869E+11,5
BUB,SBS,dk,,,WL,,a,,N,,2b,,N,72811574153,1
BUB,SBS,dk,,,DF,,,,N,1,5,B,Y,3.50067E+11,5
NEU,SBS,mc,2,,WR,,a,,N,2,7a,,Y,44312093315,1
BUB,SBS,dk,,,WL,,a,,N,,3a,,N,2.06791E+11,2
KIM,MH,mm,2,,LL,,,,N,,,,N,1.7134E+11,6
BUB,SBS,dk,,,WR,,,,N,,5,C,Y,57693394599,3
BAU,SBS,mc,2,,LP,,,,N,2,7a,,Y,1.00963E+11,4
NAU,SBPS,mc,,,LP,,,,N,,3c,,Y,97487003274,4
NAU,SBPS,mc,,,LP,,,,N,1,5,C,Y,5.19931E+11,4
KIM,ESSF,mk,,,WB,,,,Y,,2b,,Y,1.47707E+11,4
KIM,ESSF,mk,,,EF,,,,N,3,7,C,Y,44312093315,5
KIM,BAFA,unp,,,HP,,,,Y,,2,,Y,1.62478E+11,5
NEU,ESSF,mc,,,EF,,,,Y,3,4,C,Y,14770697772,5
KIM,MH,mm,2,,MF,,,,N,2,5,C,Y,1.18166E+11,5
KIM,MH,mm,2,,MF,,,,N,2,4,C,Y,2.68827E+11,5
KIM,MH,mm,2,,MF,,a,,N,,2,,Y,1.24074E+11,5
KIM,ESSF,mk,,,EW,,,,N,3,7a,,Y,5.27314E+11,4
NAU,SBPS,mc,,,SL,,,,N,2,5,C,Y,3.81086E+11,5
BUB,SBS,dk,,,WR,,a,,N,2,4,M,Y,44312292306,3
BUB,SBS,dw,3,,SL,,,,N,1,5,B,Y,2.45197E+11,5
KIM,CMA,unp,,,AT,,,,Y,,2d,,N,3.69267E+11,5
BAU,ESSF,mv,3,,OW,,,,Y,,,,N,14423348650,5
BUB,ESSF,mv,1,,EF,,,,N,,,,Y,2.36332E+11,5
NEU,ESSF,mc,,,UV,,,,N,,1,,N,29541461874,5
BUB,SBS,dk,,,WR,,a,,N,2,7a,,Y,2.06791E+11,1
KIM,CMA,un,,,AU,,,,Y,,1a,,N,9.73389E+11,6
KIM,MH,mm,2,,MF,,,,N,3,7a,,Y,1.03395E+11,5
NEU,ESSF,mc,,,EF,,,,N,3,5,C,Y,56128651533,5
BUB,SBS,dk,,,WR,,,,N,,5,M,Y,1.45676E+11,3
NEU,SBS,dk,,,WR,,a,,N,,2,,Y,2.2156E+11,1
BUB,SBS,dk,,,WR,,a,,N,,7a,,Y,44312292306,1
KIM,MH,mm,2,,MF,,,,N,2,7a,,Y,2.14175E+11,5
KIM,MH,mm,2,,MF,,,,N,,7a,,Y,14770697772,5
NAU,SBPS,mc,,,WR,,a,,N,,2,,Y,4.57894E+11,1
KIM,CWH,ws,2,,FR,,,,N,,,,Y,2.65873E+11,4
NAU,SBPS,mc,,,MS,,,,N,,3b,,N,42835215896,5
KIM,ESSF,mkp,,,TA,,,,Y,,1,,N,44312093315,6
KIM,CMA,unp,,,LS,,,,Y,,,,N,14770697772,6
BUB,SBS,dw,3,,SF,,,,N,,,,Y,72116743249,4
BUB,ESSF,mv,1,,EF,,,,N,3,7,C,Y,1.2981E+11,5
NAU,SBPS,mc,,,BB,,,,N,,3b,,N,2.06791E+11,4
BUB,ESSF,mc,,,EF,,,,Y,,3b,,Y,28846612798,5
KIM,ESSF,mk,,,EW,,,,N,2,7a,,Y,1.62478E+11,4
BUB,SBS,dk,,,WR,,,,N,,7a,,Y,1.21156E+11,1
BAU,ESSF,mv,3,,FP,,,,Y,,2,,Y,3.4616E+11,5
NEU,ESSF,mk,,,EW,,,,Y,1,7a,,Y,1.32936E+11,4
NAU,SBPS,mc,,,WL,,,,N,,2b,,N,97487043073,2
NEU,SBS,mc,2,,SL,,,,N,3,7a,,Y,14770697772,4
NEU,BAFA,un,,,FP,,,,Y,2,5,C,Y,1.18166E+11,5
NEU,BAFA,un,,,LL,,,,Y,,,,N,29541395544,6
NEU,ESSF,mcp,,,FP,,,,Y,,3b,,Y,1.41799E+11,5
BAU,BAFA,un,,,AU,,,,Y,,1a,,N,1.65869E+11,6
BUB,SBS,dk,,,WR,,,,N,,4,B,Y,69232073519,3
BAU,SBS,mc,2,,SL,,,,N,2,5,M,Y,24519692705,4
BAU,SBS,mc,2,,SL,,,,N,2,5,B,Y,43270045949,4
KIM,ESSF,mk,,,WB,,,,Y,1,7,C,Y,59082791087,4
NEU,ESSF,mk,,,RO,,,,Y,,1,,N,14770697772,5
KIM,MH,mm,2,,MF,,,,N,1,5,C,Y,1.40322E+11,5
NEU,ESSF,mk,,,EW,,a,,Y,,2,,Y,1.92019E+11,4
BUB,SBS,mc,2,,SF,,,,N,3,7a,,Y,2.77708E+11,4
NEU,SBS,dk,,,SL,,,,N,1,5,B,Y,14770697772,5
NEU,SBS,mc,2,,LS,,a,,N,,,,N,29541395544,6
KIM,CWH,ws,2,,LL,,,,N,,,,N,2.80643E+11,6
KIM,ESSF,mk,,,OW,,,,N,,,,N,88624186631,5
NEU,ESSF,mc,,,OW,,,,Y,,,,N,14770697772,5
BAU,ESSF,mv,1,,OW,,,,N,,,,N,1.2981E+11,5
KIM,CMA,un,,,TA,,,,Y,,1,,N,73853488859,6
BUB,SBS,dw,3,,SL,,,,N,3,4,C,Y,14423348650,5
NEU,SBS,mc,2,,SF,,,,N,,7a,,Y,88624186631,4
BUB,SBS,dk,,,SL,,,,N,,4,M,Y,2.1635E+11,5
BUB,SBS,dk,,,WR,,,,N,2,5,B,Y,34615935357,3
KIM,ESSF,mk,,,EW,,,,N,1,5,C,Y,79761767968,4
KIM,ESSF,mk,,,EW,,,,N,1,7a,,Y,1.55092E+11,4
KIM,ESSF,mkp,,,WP,,,,Y,1,4,C,Y,1.18166E+11,5
BAU,SBS,dk,,,SL,,,,N,4,4,B,Y,43270045949,5
NAU,SBPS,mc,,,WR,,,,N,,2,,Y,22156146153,2
NEU,SBS,mc,2,,WL,,,,N,,2b,,N,44312093315,1
NAU,SBPS,mc,,,SL,,,,N,,,,Y,87147508201,5
BUB,SBS,mc,2,,DF,,,,N,,,,Y,50220597946,5
KIM,MH,mm,2,,TA,,,,N,,1,,N,1.47707E+11,6
NEU,ESSF,mcp,,,LL,,,,Y,,,,N,2.36331E+11,6
BUB,SBS,dk,,,WR,,a,,N,1,4,B,Y,44312292306,3
KIM,MH,mmp,,,UV,,,,Y,,1,,N,1.62478E+11,5
NAU,SBPS,mc,,,WR,,a,,N,2,5,C,Y,14770764102,2
NEU,SBS,mc,2,,SF,,,,N,1,5,M,Y,8862418663,4
KIM,ESSF,mk,,,AV,,a,,N,,2b,,N,23633116435,3
NEU,ESSF,mk,,,RO,,a,,Y,,1,,N,14770697772,4
BAU,ESSF,mv,1,,EF,,,,Y,3,5,C,Y,43270045949,5
NAU,SBPS,mc,,,LP,,,,N,1,4,C,Y,14770764102,4
KIM,CWH,ws,2,,FR,,a,,N,,2,,Y,29541395544,4
NEU,SBS,mc,2,,LL,,a,,N,,,,N,1.62478E+11,6
BAU,ESSF,mc,,,EF,,,,Y,,,,Y,20192628958,5
BAU,ESSF,mvp,,,AT,,,,Y,,2d,,N,1.2981E+11,5
BAU,ESSF,mv,3,,EF,,,,Y,,,,Y,40385376219,5
NAU,SBPS,mc,,,LP,,a,,N,1,4,C,Y,14770764102,4
NEU,ESSF,mc,,,EF,,,,N,3,7,C,Y,2.33377E+11,5
NEU,ESSF,mcp,,,OW,,,,Y,,,,N,1.03395E+11,5
KIM,ESSF,mk,,,EW,,,,Y,,,,Y,1.92019E+11,4
NEU,SBS,dk,,,SL,,,,N,,3c,,Y,88624186631,5
KIM,ESSF,mkp,,,WP,,,,N,1,4,C,Y,44312093315,5
NEU,ESSF,mcp,,,EF,,,,Y,1,5,C,Y,53174511978,5
KIM,CWH,ws,2,,FR,,,,N,3,7a,,Y,1.32936E+11,4
NEU,ESSF,mk,,,EW,,a,,Y,1,7a,,Y,59082791087,4
BAU,ESSF,mc,,,EF,,,,Y,2,7,C,Y,1.81734E+11,5
KIM,ESSF,mk,,,EW,,,,Y,2,7a,,Y,14770697772,4
NEU,ESSF,mk,,,EW,,a,,Y,,3c,,Y,29541395544,5
KIM,BAFA,unp,,,HP,,,,N,,2,,Y,1.77248E+11,5
NEU,BAFA,un,,,FP,,,,Y,,2,,Y,2.95414E+11,5
NEU,ESSF,mcp,,,EF,,,,Y,2,4,C,Y,20678976881,5
BUB,SBS,dk,,,WR,,,,N,1,5,M,Y,21635022975,2
BUB,SBS,dk,,,SL,,,,N,4,5,B,Y,2.21561E+11,5
BUB,SBS,dk,,,SF,,,,N,1,4,M,Y,35449674652,5
BAU,SBS,dk,,,SL,,,,N,2,5,C,Y,14423348650,5
BUB,SBS,mc,2,,SL,,,,N,,7a,,Y,1.18166E+11,4
KIM,ESSF,mk,,,AV,,,,N,,3b,,N,76807628413,4
BUB,ESSF,mc,,,OW,,,,N,,,,N,58040683298,5
KIM,ESSF,mkp,,,WP,,,,Y,,3b,,Y,1.47707E+11,5
KIM,ESSF,mk,,,TA,,,,N,,1,,N,1.47707E+11,6
BUB,SBS,mc,2,,SF,,,,N,2,4,B,Y,8654009190,4
BUB,SBS,dk,,,DF,,,,N,1,4,B,Y,75330896920,5
NEU,SBS,dk,,,SL,,,,N,1,4,M,Y,59082791087,5
BAU,ESSF,mvp,,,FP,,,,Y,,,,Y,14423348650,5
BAU,SBS,wk,3,,OW,,,,N,,,,N,57693394599,5
KIM,BAFA,un,,,AT,,,,Y,,2d,,N,97486605294,5
BAU,ESSF,mv,3,,EF,,,,N,2,5,C,Y,37500706489,5
NEU,ESSF,mcp,,,WL,,,,N,,2b,,N,44312093315,3
NAU,SBPS,mc,,,LP,,a,,N,,2,,Y,14770764102,4
BAU,ESSF,mc,,,EF,,,,N,1,7,B,Y,14423348650,5
BUB,SBS,mc,2,,SL,,,,N,2,5,M,Y,42835156198,4
KIM,ESSF,mkp,,,WP,,,,N,,,,Y,17724837326,5
KIM,CWH,ws,2,,TA,,,,N,,1,,N,59082791087,5
KIM,CMA,un,,,OW,,,,Y,,,,N,29541395544,6
NEU,SBS,mc,2,,OW,,a,,N,,,,N,14770697772,4
NEU,ESSF,mk,,,WL,,a,,Y,,3a,,N,59082791087,3
NEU,ESSF,mc,,,OW,,a,,N,,,,N,59082791087,4
NEU,BAFA,unp,,,TA,,,,Y,,1,,N,1.62478E+11,6
BAU,ESSF,mc,,,LS,,,,N,,,,N,1.7308E+11,6
BAU,ESSF,mv,1,,EF,,,,Y,,,,Y,57693394599,5
BAU,SBS,mc,2,,WR,,a,,N,,,,Y,28846697300,1
KIM,BAFA,un,,,LS,,,,Y,,,,N,29541395544,6
NEU,ESSF,mc,,,RO,,,,Y,,1,,N,1.03395E+11,5
NAU,SBPS,mc,,,WR,,a,,N,,,,Y,29541528204,1
NEU,ESSF,mcp,,,UV,,,,Y,,1,,N,14770697772,5
BAU,SBS,dk,,,WL,,,,N,,3a,,N,1.00963E+11,2
NAU,SBPS,mc,,,LL,,,,N,,,,N,1.18166E+11,6
BAU,SBS,dk,,,WL,,a,,N,,3a,,N,43270045949,2
NEU,ESSF,mk,,,TA,,,,Y,,1,,N,44312093315,6
KIM,ESSF,mk,,,RO,,,,Y,,1,,N,29541395544,5
NEU,SBS,dk,,,WL,,a,,N,,3a,,N,1.18166E+11,2
NAU,SBPS,mc,,,LL,,a,,N,,,,N,59083056408,6
KIM,BAFA,unp,,,HP,,,,Y,,,,Y,14770697772,5
KIM,ESSF,mk,,,UV,,,,N,,1,,N,44312093315,5
BUB,ESSF,mc,,,EF,,,,Y,,,,Y,50481572396,5
NEU,ESSF,mc,,,LL,,,,Y,,,,N,14770697772,6
BAU,ESSF,mv,3,,LS,,,,N,,,,N,14423348650,6
BAU,SBS,dk,,,LS,,a,,N,,,,N,14423348650,6
NEU,BAFA,unp,,,OW,,,,Y,,,,N,29541395544,5
NEU,ESSF,mc,,,LS,,a,,N,,,,N,14770697772,6
KIM,ESSF,mk,,,EF,,,,N,,,,Y,29541395544,5
KIM,ESSF,mkp,,,LS,,,,Y,,,,N,14770697772,6
BUB,ESSF,mv,1,,OW,,,,N,,,,N,14423348650,5
KIM,CWH,ws,2,,FR,,a,,N,,,,Y,14770697772,4
BAU,SBS,dk,,,DF,,,,N,,,,Y,69232073519,5
KIM,BAFA,unp,,,TA,,,,Y,,1,,N,59082791087,6
KIM,ESSF,mkp,,,OW,,,,Y,,,,N,14770697772,5
KIM,ESSF,mk,,,WB,,,,Y,,,,Y,14770697772,4
BAU,ESSF,mv,1,,LS,,,,N,,,,N,43270045949,6
NEU,ESSF,mcp,,,OW,,,,N,,,,N,29541395544,5
BUB,ESSF,mc,,,MI,,,,N,,,,N,1.2981E+11,6
NEU,ESSF,mc,,,RO,,,,N,,1,,N,59082791087,5
NEU,ESSF,mc,,,LL,,a,,N,,,,N,44312093315,6
BAU,ESSF,mv,3,,FP,,,,Y,,,,Y,14423348650,5
BUB,SBS,dk,,,SL,,a,,N,,,,Y,14770764102,4
BUB,SBS,dk,,,LS,,a,,N,,,,N,29541528204,6
KIM,CMA,un,,,LS,,,,Y,,,,N,14770697772,6
KIM,MH,mm,2,,AV,,,,N,,2b,,N,1.89065E+11,4
BUB,SBS,dk,,,OW,,a,,N,,,,N,14770764102,4
BAU,SBS,mc,2,,WL,,a,,N,,3a,,N,28846697300,2
NEU,ESSF,mc,,,WL,,,,Y,,3a,,N,14770697772,3
NEU,SBS,mc,2,,SL,,,,N,2,5,B,Y,14770697772,4
BUB,SBS,dk,,,SL,,,,N,4,5,M,Y,1.18166E+11,5
KIM,ESSF,mk,,,LS,,a,,N,,,,N,14770697772,6
NEU,ESSF,mc,,,TA,,,,N,,1,,N,1.18166E+11,6
KIM,ESSF,mk,,,LS,,,,N,,,,N,73853488859,6
NEU,ESSF,mk,,,EW,,,,Y,,,,Y,14770697772,4
BAU,SBS,wk,3,,SF,,,,N,,,,Y,24519692705,4
KIM,BAFA,unp,,,GL,,,,Y,,,,N,14770697772,6
KIM,CWH,ws,2,,WL,,,,N,,3,,N,14770697772,2
KIM,ESSF,mkp,,,RO,,,,Y,,1,,N,14770697772,5
BAU,ESSF,mvp,,,RO,,,,Y,,1,,N,1.21156E+11,5
BAU,SBS,mc,2,,OW,,a,,N,,,,N,14423348650,4
